NU_SEQUENCIAL;NU_ANO;CO_ESCOLA;CO_MUNICIPIO_ESC;NO_MUNICIPIO_ESC;CO_UF_ESC;SG_UF_ESC;TP_DEPENDENCIA_ADM_ESC;TP_LOCALIZACAO_ESC;TP_SIT_FUNC_ESC;CO_MUNICIPIO_PROVA;NO_MUNICIPIO_PROVA;CO_UF_PROVA;SG_UF_PROVA;TP_PRESENCA_CN;TP_PRESENCA_CH;TP_PRESENCA_LC;TP_PRESENCA_MT;CO_PROVA_CN;CO_PROVA_CH;CO_PROVA_LC;CO_PROVA_MT;NU_NOTA_CN;NU_NOTA_CH;NU_NOTA_LC;NU_NOTA_MT;TX_RESPOSTAS_CN;TX_RESPOSTAS_CH;TX_RESPOSTAS_LC;TX_RESPOSTAS_MT;TP_LINGUA;TX_GABARITO_CN;TX_GABARITO_CH;TX_GABARITO_LC;TX_GABARITO_MT;TP_STATUS_REDACAO;NU_NOTA_COMP1;NU_NOTA_COMP2;NU_NOTA_COMP3;NU_NOTA_COMP4;NU_NOTA_COMP5;NU_NOTA_REDACAO
632437;2024;15583058;1500602;Altamira;15;PA;2;1;1;1500602;Altamira;15;PA;1;1;1;1;1422;1384;1396;1410;394.5;417;406.3;463;DECCABABEAECBDCABADCBDABDECBAABDADAABBDCBDECE;ACEBECBCAADDECBCADBABBABCDEACCEAAABECDABEEABB;ECDAECABBDBCDEABAEECABDBCACAEBABCDCACBDEDACDE;DABCEDADBEBADDCBCADEEEAEDECCDEACBAEDC.ADCECAD;0;BBCEDBBAEXCCAEDDBCAEDAACAAEDDDEBBECBCEEDCAACD;DADABCDCECEDEBBBEBCDBADACBCADCEBEADBAECAECEDA;AACEADDDACDADECBBDBEEBDDECCBEDDCADBBDEBCEBDCECEDDC;DBCECEACADABBECBEDADCCDCCABBBCECEBCEADABBADDD;1;120;120;100;100;120;560
1298417;2024;;;;;;;;;1500602;Altamira;15;PA;1;1;1;1;1422;1384;1396;1410;392.9;447;444.6;401.8;BDCEBEAEEDBEADACCEEAEABCCEDEEABDCADAAACAEBDAD;DABBCCADEDCBCABCBACCDDDABBECDEDCBCDEECDACECCA;EAEBBBDDCDCEDADCDDBCEEAADDBEAEADABCBBDCEABADA;DDCADCDDCCDDDACECECDABCDABEEBDDAEEADEBDBECBBB;0;BBCEDBBAEXCCAEDDBCAEDAACAAEDDDEBBECBCEEDCAACD;DADABCDCECEDEBBBEBCDBADACBCADCEBEADBAECAECEDA;AACEADDDACDADECBBDBEEBDDECCBEDDCADBBDEBCEBDCECEDDC;DBCECEACADABBECBEDADCCDCCABBBCECEBCEADABBADDD;1;120;120;120;120;100;580
865368;2024;;;;;;;;;1500602;Altamira;15;PA;1;1;1;1;1422;1384;1396;1410;355.6;357.7;369.4;446.8;CDBDACAEBCBEBCEBEADBBCACCBBCABBACAAADCDCDCCCE;CACDDBCBDBDAACBDBBEDDCACCECBCDAAEABBCBBADDBCE;DCCACCBBBDABBCACABBBCCDCCBDBBCBDCCBDBBDECDAAB;CBDDBEBDCADCACCBBCECCACDCEDDCCABADCBCEACADBDC;1;BBCEDBBAEXCCAEDDBCAEDAACAAEDDDEBBECBCEEDCAACD;DADABCDCECEDEBBBEBCDBADACBCADCEBEADBAECAECEDA;AACEADDDACDADECBBDBEEBDDECCBEDDCADBBDEBCEBDCECEDDC;DBCECEACADABBECBEDADCCDCCABBBCECEBCEADABBADDD;1;120;140;120;100;0;480
4027769;2024;;;;;;;;;1500602;Altamira;15;PA;1;1;1;1;1419;1385;1398;1407;575.6;595.4;605.4;513.9;BCBBCCCEBDACCDEDAABDCABCECEBABCAACEEDEBDDACDB;CABDACDCECECEDACEAEACDCADEEDEBBEAABECBBECBBCD;BDEDCDDCBDEECEECBDEBABDEBCBEAEDEAEBDBCBDDEECB;AECACCDDECBBACDCDEDDCCDEBBADDCBDCBDDBCCAACDBE;1;BCEAACDEDCAAEDDDEBBDDBECCAEDBBAAACCAEEXCBBCED;CAEDBADBEBCCEDADBAEACBCADCEDEBBEBACECEABCDDAD;EAAACDDCDADDCBDEECEECBDCDADEEBCBEBADBCEBDBDDDDCECB;ABBABBADDDBBCECEADCEBCCCDBADCBEDAECADACDBCECE;1;120;140;100;120;100;580
1365443;2024;;;;;;;;;1500602;Altamira;15;PA;1;1;1;1;1420;1383;1395;1408;402.4;489.4;476.9;501.6;EAADEACEAEBDEBDBDCAEDBCEDBEBACABCBECEBAADACDA;BBCDCECCABBDBACCDCBBAABCDDABBBAACBCDDCCDDABCC;CCACDBCBEDEAAEABDBBCDACADBDBDECBDCADDBABADAEA;DECCDCEDDACCDEACDBDDAEAADCDEBCBBDCCDDABDCCBED;1;CAEDAACCAEEXCBBAEDBBCAACDEDCBCEECAAEDDDEBBDDB;CECEBEBCDBADDEBBABCDCAECEDADBAEABEADCEDADACBC;CAAAECDDDAECBECEDDCBDEDDCECBDCBCEADBBDBDDCBEDADEEB;CECEBEDADCAADECDBBCEBDCCCACABBABBADDDCEADBBCE;1;120;120;100;100;40;480
767063;2024;;;;;;;;;1500602;Altamira;15;PA;1;1;1;1;1419;1385;1398;1407;468.8;331.6;426.1;379.7;DCEDEACCDBDCDEDCEBDDEBBCADABDAABCDEBECDDBCDDB;ACDBDDCAEBADCEDBAABCADBEBDBEBACDBECAECBBDDCDA;ABBADEABADADCCCABCEEADEDBEBADBEEDDEDBCBCDCDED;BCADEDDECEDDBECCBCABADACECECBDCAEDADEABEACDAD;0;BCEAACDEDCAAEDDDEBBDDBECCAEDBBAAACCAEEXCBBCED;CAEDBADBEBCCEDADBAEACBCADCEDEBBEBACECEABCDDAD;EAAACDDCDADDCBDEECEECBDCDADEEBCBEBADBCEBDBDDDDCECB;ABBABBADDDBBCECEADCEBCCCDBADCBEDAECADACDBCECE;1;120;160;140;160;120;700
1998346;2024;15105016;1508357;Vitória do Xingu;15;PA;2;1;1;1500602;Altamira;15;PA;0;1;1;0;;1383;1395;;;403.1;518.8;;;AEABBCDCCEACADEAAEEEAAACECDBCBAACDCADEBAACBDE;ECBADECDECBDDACEECDAEABEABCBDEADDEDDADCCADBEA;;1;;CECEBEBCDBADDEBBABCDCAECEDADBAEABEADCEDADACBC;CAAAECDDDAECBECEDDCBDEDDCECBDCBCEADBBDBDDCBEDADEEB;;4;0;0;0;0;0;0
215195;2024;15169138;1500602;Altamira;15;PA;2;1;1;1500602;Altamira;15;PA;1;1;1;1;1419;1385;1398;1407;394.6;489.4;470.1;379.6;ACAACEADCAAEAEEDEAACBABEACAAAABAACEADACAACCEB;DABADBDBECBCCCABEAEEBDCACCEADCAAACBEACDDBDEAE;AEAEECAAAEEECEABCCAABECBBEEDABABDDEECDDDDBECE;DBCBCBCAAACDADECEEADEDADEDEBEACDECAACBDAADADE;1;BCEAACDEDCAAEDDDEBBDDBECCAEDBBAAACCAEEXCBBCED;CAEDBADBEBCCEDADBAEACBCADCEDEBBEBACECEABCDDAD;EAAACDDCDADDCBDEECEECBDCDADEEBCBEBADBCEBDBDDDDCECB;ABBABBADDDBBCECEADCEBCCCDBADCBEDAECADACDBCECE;8;0;0;0;0;0;0
2208273;2024;15104907;1500602;Altamira;15;PA;2;1;1;1500602;Altamira;15;PA;1;1;1;1;1419;1385;1398;1407;444.5;532.6;567.5;549.6;DBBCCCCDDDCBCAAEBBDDACBABDDCCBBBDCEAEDBDCCCDE;CABDBCDBCBDCCDADEBAECEAADEDDEBBBCACABBBAABACD;BAAACCACBCEECBEAEECCADCEBCBEBDBDCDEDADDDDAECB;DCAABCBDEADDDBBDDCCDACBCCBBBECEDDCBDBEDDACECD;0;BCEAACDEDCAAEDDDEBBDDBECCAEDBBAAACCAEEXCBBCED;CAEDBADBEBCCEDADBAEACBCADCEDEBBEBACECEABCDDAD;EAAACDDCDADDCBDEECEECBDCDADEEBCBEBADBCEBDBDDDDCECB;ABBABBADDDBBCECEADCEBCCCDBADCBEDAECADACDBCECE;1;160;200;160;200;200;920
34367;2024;;;;;;;;;1500602;Altamira;15;PA;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;
3434276;2024;;;;;;;;;1500602;Altamira;15;PA;1;1;1;1;1419;1385;1398;1407;508.3;510.4;462.1;446.8;BBBADCACDCECCEADEDADECEBDCABCADDECEDCEABDEADB;CEEABADBCADCBDADAAEEDBECCBBDEAACEADCCBCAEBBDD;BCECADABBDEEDCDABDECADCBEABCDDBCEECDACBBDAABB;DACABEEBEAACEBDAEDEEEAACACABCBCEECABCDAAEEDBB;0;BCEAACDEDCAAEDDDEBBDDBECCAEDBBAAACCAEEXCBBCED;CAEDBADBEBCCEDADBAEACBCADCEDEBBEBACECEABCDDAD;EAAACDDCDADDCBDEECEECBDCDADEEBCBEBADBCEBDBDDDDCECB;ABBABBADDDBBCECEADCEBCCCDBADCBEDAECADACDBCECE;1;120;160;120;120;100;620
381425;2024;;;;;;;;;1500602;Altamira;15;PA;1;1;1;1;1422;1384;1396;1410;442.8;465.5;507.7;408.1;ECDACDBCEBDEADDDADACECEBDBCBCBEACCBDAEEABDBEA;AEBADEDDEABCEBABBDDACDAADECAEDDECADDEDAECCDAA;ACDEBDDDBDBEDAEEAEDCBEDADDBDBBBDEBEDABDEEBCDA;ABDCCAEADBECAEDCCDECCDDEBECAADBDACDEBADBDAAEB;0;BBCEDBBAEXCCAEDDBCAEDAACAAEDDDEBBECBCEEDCAACD;DADABCDCECEDEBBBEBCDBADACBCADCEBEADBAECAECEDA;AACEADDDACDADECBBDBEEBDDECCBEDDCADBBDEBCEBDCECEDDC;DBCECEACADABBECBEDADCCDCCABBBCECEBCEADABBADDD;1;80;120;100;120;40;460
1672777;2024;;;;;;;;;1500602;Altamira;15;PA;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;
1708279;2024;;;;;;;;;1500602;Altamira;15;PA;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;
763970;2024;;;;;;;;;1500602;Altamira;15;PA;1;1;1;1;1420;1383;1395;1408;480.1;565.6;568.4;607.1;ECABCADEBDDBCCBBDBBCDDCECDDCEEBECBCCDDAEDCDEB;BEAECEBDABAABEBDABCDEAECEDBBAABDEBADCCDCDABEC;ABAACECBECEDDCAEEDDCDADAEBDCDDAEDBEAEBEDADEEB;DEDEBCDBCCACCDDCEBCDADEECDCCCBABDCCDDDCDCCCAD;0;CAEDAACCAEEXCBBAEDBBCAACDEDCBCEECAAEDDDEBBDDB;CECEBEBCDBADDEBBABCDCAECEDADBAEABEADCEDADACBC;CAAAECDDDAECBECEDDCBDEDDCECBDCBCEADBBDBDDCBEDADEEB;CECEBEDADCAADECDBBCEBDCCCACABBABBADDDCEADBBCE;1;140;200;160;160;160;820
1962290;2024;;;;;;;;;1500602;Altamira;15;PA;1;1;1;1;1419;1385;1398;1407;373.6;374.5;345.1;467.6;EDBAEDBDCDCEBDBBCEDABADCDDABBACEBAEAEBEDBCDEC;BABCDAABCBCBDBACDEBADBCDBCACABEBDEDCBAECBCCDE;BDCECEDBABEBDBDCACDEAECCADBADCACBDAECDBDAEBDC;CBCCBDADBEEAEDACEBEDACBECEABCBCDCDBEABDBDBEDB;1;BCEAACDEDCAAEDDDEBBDDBECCAEDBBAAACCAEEXCBBCED;CAEDBADBEBCCEDADBAEACBCADCEDEBBEBACECEABCDDAD;EAAACDDCDADDCBDEECEECBDCDADEEBCBEBADBCEBDBDDDDCECB;ABBABBADDDBBCECEADCEBCCCDBADCBEDAECADACDBCECE;1;100;120;100;80;0;400
2200912;2024;;;;;;;;;1500602;Altamira;15;PA;1;1;1;1;1422;1384;1396;1410;459;354.9;369.3;575.1;ADECBEABEAEBAEDAAACEBD.CCDCAAEADACCAEBDCBACDC;CEBCBDACDEBCADBBDCCEDCBCBDCADCBDBEADCADDDBBBE;EAAADACABEEABCBBABEBDACCBEDABABDCDCBCDCBADECC;AEDEDCBDCADAABCDCDCDAECBCDECADECDBCCADEBEDBCD;0;BBCEDBBAEXCCAEDDBCAEDAACAAEDDDEBBECBCEEDCAACD;DADABCDCECEDEBBBEBCDBADACBCADCEBEADBAECAECEDA;AACEADDDACDADECBBDBEEBDDECCBEDDCADBBDEBCEBDCECEDDC;DBCECEACADABBECBEDADCCDCCABBBCECEBCEADABBADDD;1;100;100;40;80;0;320
2439848;2024;15205401;1500602;Altamira;15;PA;4;1;1;1500602;Altamira;15;PA;1;1;1;1;1420;1383;1395;1408;409.9;408.8;496.5;428.5;EDDCDCCEDEDDBCCCBBBCDABCBDBADDCADABEEADBDDCBD;AEABBCDCAEBDBBCAEBADABCCEADAEDBEBBDAEBACDBBDB;BCDAAEDBEEABDCBDECBCAAEACBDCBDBBDDABACDBCECEC;CCCBCBDBDBADBDCCDBBBECBDABDDCBCACDBBBDBADCDCB;1;CAEDAACCAEEXCBBAEDBBCAACDEDCBCEECAAEDDDEBBDDB;CECEBEBCDBADDEBBABCDCAECEDADBAEABEADCEDADACBC;CAAAECDDDAECBECEDDCBDEDDCECBDCBCEADBBDBDDCBEDADEEB;CECEBEDADCAADECDBBCEBDCCCACABBABBADDDCEADBBCE;1;120;120;120;120;160;640
3775782;2024;;;;;;;;;1500602;Altamira;15;PA;1;1;1;1;1419;1385;1398;1407;443.7;540.5;561.2;531.1;DCBABECDDACAACAABBCDECBDEAABCDAAECEDEBBBCCACA;AABEBCABECCCEAAAEBCBCBAADDCBBEBBEAAECBBBCDBCD;EAABADDCBDEECCCAEECAADDEDCDEEEEBDACDABDDDEECB;BCDABABDEDCBDBCBBCAEBBADCDAACABEACCBCEDCDEDDB;0;BCEAACDEDCAAEDDDEBBDDBECCAEDBBAAACCAEEXCBBCED;CAEDBADBEBCCEDADBAEACBCADCEDEBBEBACECEABCDDAD;EAAACDDCDADDCBDEECEECBDCDADEEBCBEBADBCEBDBDDDDCECB;ABBABBADDDBBCECEADCEBCCCDBADCBEDAECADACDBCECE;1;160;160;140;180;120;760
2187754;2024;15106250;1501725;Brasil Novo;15;PA;2;1;1;1500602;Altamira;15;PA;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;
2993341;2024;15106101;1500602;Altamira;15;PA;2;1;1;1500602;Altamira;15;PA;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;
1335321;2024;;;;;;;;;1500602;Altamira;15;PA;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;
2827138;2024;15178145;1508357;Vitória do Xingu;15;PA;2;2;1;1500602;Altamira;15;PA;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;
2582372;2024;;;;;;;;;1500602;Altamira;15;PA;1;1;1;1;1419;1385;1398;1407;424.3;542.5;557.3;459;EDAECCCACDBDAEACEBDDAABDECADBCBBECEAEBCDAEBCE;CACEADDAEADCAEAEBDAACBCADEEBCEBCEAAECBBECEAAD;CAADCDDCDEEECCDCBBCDDDDEBDBECDDBCAEDCABDDADCD;DCCACEBBCEDCEBAEEBADBBBEDACBCEBCDCCADEDBCCDBC;0;BCEAACDEDCAAEDDDEBBDDBECCAEDBBAAACCAEEXCBBCED;CAEDBADBEBCCEDADBAEACBCADCEDEBBEBACECEABCDDAD;EAAACDDCDADDCBDEECEECBDCDADEEBCBEBADBCEBDBDDDDCECB;ABBABBADDDBBCECEADCEBCCCDBADCBEDAECADACDBCECE;1;120;120;120;120;80;560
818586;2024;;;;;;;;;1500602;Altamira;15;PA;0;1;1;0;;1385;1398;;;534.7;537.6;;;BEBAEEABEABCECAAEAAABEDBDDABEBDEEACEEBAECDBAD;DAAACCDCBDEECEEADCCDBDCEADCCECABCEBBAEDEABECB;;0;;CAEDBADBEBCCEDADBAEACBCADCEDEBBEBACECEABCDDAD;EAAACDDCDADDCBDEECEECBDCDADEEBCBEBADBCEBDBDDDDCECB;;1;120;160;120;120;120;640
2915269;2024;;;;;;;;;1500602;Altamira;15;PA;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;
4076064;2024;;;;;;;;;1500602;Altamira;15;PA;0;1;1;0;;1383;1395;;;365;465.2;;;EDCDEDBCABDECDBBDEDACDBEADBCBDDCADEDABBECDACD;CDBDBECDEDECDDDCEBACDDDDCACDEBDAEDCBEBDCEADDD;;1;;CECEBEBCDBADDEBBABCDCAECEDADBAEABEADCEDADACBC;CAAAECDDDAECBECEDDCBDEDDCECBDCBCEADBBDBDDCBEDADEEB;;1;120;120;120;140;100;600
825769;2024;15583058;1500602;Altamira;15;PA;2;1;1;1500602;Altamira;15;PA;1;1;1;1;1421;1386;1397;1409;430.7;531.3;492;395.6;DEACAEBDCCBECBEDADCADEBDACEDCAABEDDEADCDBECEC;ABCEACEDBEAECDDADBDDABADBEDBEADEAEBABDDABAECE;CAECADBEEADBDBDEADABCACABEECCDAADCAEEEBBCDEAD;DCACDDBDECBBDACDDBBACBAEDECAC.AABDCBAECDDBACA;0;DDBDDEBBAAEDECBCEEDCAACDBBCEDBBAEXCCAEAACCAED;ACBCADCEDBAECEDADBADBEBCDADABCDEABCAEDEBBCECE;AACEADACDDCBEDADEEBDDBDBBCEECBDCBADDDCBDEDDCECBECE;CEBCEADBBCEADDDABBABBCCDCCECEDBACADECABEDADCB;1;120;160;120;160;120;680
1575346;2024;15105016;1508357;Vitória do Xingu;15;PA;2;1;1;1500602;Altamira;15;PA;1;1;1;1;1420;1383;1395;1408;423.1;452.1;450.9;385.1;EEABAEEEDAEDDEAAECBABDBEAABBDAAEEEDACBECEBACA;BCDBACCDEBDDBCDABBCCDAADCEADEABAAACCDDAAEABEC;EBEEDDEDEADEDCCEABDABBECDBEDCBADDDEDEBDEBDEDB;DDDBBDECBAACECCB*ADDADCABEBBEECEEEBECAC.BCECE;0;CAEDAACCAEEXCBBAEDBBCAACDEDCBCEECAAEDDDEBBDDB;CECEBEBCDBADDEBBABCDCAECEDADBAEABEADCEDADACBC;CAAAECDDDAECBECEDDCBDEDDCECBDCBCEADBBDBDDCBEDADEEB;CECEBEDADCAADECDBBCEBDCCCACABBABBADDDCEADBBCE;1;100;160;120;120;120;620
521990;2024;15104907;1500602;Altamira;15;PA;2;1;1;1500602;Altamira;15;PA;1;1;1;1;1420;1383;1395;1408;606.1;578.3;510.9;693.5;EAEDAABCEDEECAADEDDDADDBBDDCBCECBCDEBDDEABDEC;CEEEBBBCEBBDDECECECCAAECEDACEAEAEDADBBBADABCA;ABAEBECAEAADDABEEEDBEBDDCBCBAEDBDDDBBBDCBDDCA;EECBDEDACCABCBCDDCCDBBCDABCDDBABDEBDDBBADCBBE;0;CAEDAACCAEEXCBBAEDBBCAACDEDCBCEECAAEDDDEBBDDB;CECEBEBCDBADDEBBABCDCAECEDADBAEABEADCEDADACBC;CAAAECDDDAECBECEDDCBDEDDCECBDCBCEADBBDBDDCBEDADEEB;CECEBEDADCAADECDBBCEBDCCCACABBABBADDDCEADBBCE;1;160;180;160;160;200;860
2662814;2024;;;;;;;;;1500602;Altamira;15;PA;1;1;1;1;1420;1383;1395;1408;532.3;521.9;469.9;407.8;BCEEBAAEAEABCABEBCCCDACCBCECDBBBCABCEDACBBDCC;BECABECCACDDAACDCAECCACCECACECAABDACDAECDABEC;EAAACECDECDAABBBABDBBAAEBBBDABDADDDEBACAEDDAA;DDBBCBBCBBBBBEACBAABADAEDCDBADBDCBCEAECCABBBD;0;CAEDAACCAEEXCBBAEDBBCAACDEDCBCEECAAEDDDEBBDDB;CECEBEBCDBADDEBBABCDCAECEDADBAEABEADCEDADACBC;CAAAECDDDAECBECEDDCBDEDDCECBDCBCEADBBDBDDCBEDADEEB;CECEBEDADCAADECDBBCEBDCCCACABBABBADDDCEADBBCE;1;120;120;120;140;120;620
2720724;2024;15106250;1501725;Brasil Novo;15;PA;2;1;1;1500602;Altamira;15;PA;1;1;1;1;1422;1384;1396;1410;535.2;438.9;499.3;383.4;DAAEABACECEBACADBEAEDADCEDEDEAECBABDCACDADBBD;DAEBBEAAACBDECEBCAEDBCCABEDDACDADDDEACDABEABE;AEBACEAEECCCDCDEADCCCDAEDDBBDCDEEADDBAEEBADCA;CDDCCAEDCBDBAADCCEBAECEACDECADDEBAEACBCBBEBAE;1;BBCEDBBAEXCCAEDDBCAEDAACAAEDDDEBBECBCEEDCAACD;DADABCDCECEDEBBBEBCDBADACBCADCEBEADBAECAECEDA;AACEADDDACDADECBBDBEEBDDECCBEDDCADBBDEBCEBDCECEDDC;DBCECEACADABBECBEDADCCDCCABBBCECEBCEADABBADDD;1;80;100;60;60;0;300
990125;2024;;;;;;;;;1500602;Altamira;15;PA;1;1;1;1;1423;1387;1399;1411;545.9;606.4;477.9;530.8;DBADAEEBDCC.BCAEDCADBECBDBDDCDEAEACAEAAECCDDD;ACCEADEACBAECEDAABCDBBDCDADBBCDEAECABDEBDCEAA;DADCEDEECADDEBED.DACCBEEDACBADCAEDBEAADBBBCCC;EDABCADBEDCBDEAABBBEEECCCBAAADDDBBBEEEBBBCCCE;0;DDBDDEBBAAEDECBCEEDCAACDBBCEDBBAEXCCAEAACCAED;ACBCADCEDBAECEDADBADBEBCDADABCDEABCAEDEBBCECE;AACEADACDDCBEDADEEBDDBDBBCEECBDCBADDDCBDEDDCECBECE;CEBCEADBBCEADDDABBABBCCDCCECEDBACADECABEDADCB;1;120;180;120;120;160;700
2174402;2024;;;;;;;;;1500602;Altamira;15;PA;1;1;1;1;1422;1384;1396;1410;459.1;516.7;563.1;431.8;CDCCBCAEDADEAEDAACAEAEEEEDADDDBCEBCEDBBACBDBC;BADCBACEECABEADAECDCCCBADDAADBAEBACEBACABCEEA;ABCEACADECBBEADEADDDBCBEDDDDBABDEBDEDAEEDBCDC;CCEAABEEDBCABDEADDBCBEEDDCABCCDDBECCEAACEBCDA;0;BBCEDBBAEXCCAEDDBCAEDAACAAEDDDEBBECBCEEDCAACD;DADABCDCECEDEBBBEBCDBADACBCADCEBEADBAECAECEDA;AACEADDDACDADECBBDBEEBDDECCBEDDCADBBDEBCEBDCECEDDC;DBCECEACADABBECBEDADCCDCCABBBCECEBCEADABBADDD;1;120;160;140;160;160;740
1221904;2024;;;;;;;;;1500602;Altamira;15;PA;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;
700442;2024;15104907;1500602;Altamira;15;PA;2;1;1;1500602;Altamira;15;PA;1;1;1;1;1420;1383;1395;1408;454.4;365.2;488.1;482.1;BEDAEDAEADEDDBACBCCCECADEBDCDDBEECBBACEBABDEB;DCEDDAEECBAEDACBBDABACAECACDBAAEAEEACDEACBEAC;CAACDECDEABBDADACBADDAEAEBCEDDEADBCBBECDADCEA;CDEBDDABABECACCCEDCAEDADCBCAEECAEEBBCBAADBDAA;0;CAEDAACCAEEXCBBAEDBBCAACDEDCBCEECAAEDDDEBBDDB;CECEBEBCDBADDEBBABCDCAECEDADBAEABEADCEDADACBC;CAAAECDDDAECBECEDDCBDEDDCECBDCBCEADBBDBDDCBEDADEEB;CECEBEDADCAADECDBBCEBDCCCACABBABBADDDCEADBBCE;1;100;120;100;120;60;500
3032359;2024;;;;;;;;;1500602;Altamira;15;PA;1;1;1;1;1422;1384;1396;1410;450.2;465.3;461.4;405.6;BCDEBCAEBCDEAADAAEBEACECBCDEEACBBBDAADADADAEB;CBBBBAADEBAABBCBDADADADEBEECDBDAAAABAAACECDBA;ADDEEBADEBBADCDBADAABABBCDADAAACAEDBCEEEAAEBC;CDADABADECCAAEAEECEAADADCBCEABBABCCEABEABBDAA;1;BBCEDBBAEXCCAEDDBCAEDAACAAEDDDEBBECBCEEDCAACD;DADABCDCECEDEBBBEBCDBADACBCADCEBEADBAECAECEDA;AACEADDDACDADECBBDBEEBDDECCBEDDCADBBDEBCEBDCECEDDC;DBCECEACADABBECBEDADCCDCCABBBCECEBCEADABBADDD;1;80;120;40;120;0;360
1446931;2024;15177980;1504455;Medicilândia;15;PA;2;2;1;1500602;Altamira;15;PA;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;
3847008;2024;;;;;;;;;1500602;Altamira;15;PA;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;
1584882;2024;;;;;;;;;1500602;Altamira;15;PA;1;1;1;1;1422;1384;1396;1410;611;413.4;579.9;683.4;ABDBDCBAEBBCADDDBECEBCCCDDECCDCEBBCBDEBDDAECB;DEDCBEDBEBBBDEDADBBDAECBABBDDEDBDDCBABDDEBCEB;AACEACADECBEDAEEBDADCBDEDEAADEBCEBCEEACECCDBB;BBBCDBACBDCBAECDEDABDCDCCBCDBACADCBBADACBCEDD;0;BBCEDBBAEXCCAEDDBCAEDAACAAEDDDEBBECBCEEDCAACD;DADABCDCECEDEBBBEBCDBADACBCADCEBEADBAECAECEDA;AACEADDDACDADECBBDBEEBDDECCBEDDCADBBDEBCEBDCECEDDC;DBCECEACADABBECBEDADCCDCCABBBCECEBCEADABBADDD;1;160;180;140;160;100;740
2943297;2024;;;;;;;;;1500602;Altamira;15;PA;1;1;1;1;1420;1383;1395;1408;556.2;573.9;564.9;511.4;CBDDDACECDECCBDADBDAADACCDBCBDBEABDCDBDBDBDAB;AEEBBEBBABADDEBACACBBEECEDACBADEEEBDDDDECACDC;AAAAEECBECCDDAADEABCDDBACDCECACDDACDCBECADDEE;EDCDDCCDDBCDEADCACADBEEEBDCDBCABDBBCDADDCCBED;0;CAEDAACCAEEXCBBAEDBBCAACDEDCBCEECAAEDDDEBBDDB;CECEBEBCDBADDEBBABCDCAECEDADBAEABEADCEDADACBC;CAAAECDDDAECBECEDDCBDEDDCECBDCBCEADBBDBDDCBEDADEEB;CECEBEDADCAADECDBBCEBDCCCACABBABBADDDCEADBBCE;1;120;120;120;120;120;600
1953781;2024;;;;;;;;;1500602;Altamira;15;PA;1;1;1;1;1421;1386;1397;1409;544;398.4;374.8;532;DDADBEDDCCEABBBACCBEDCEAAADDEAAABBCDAEADCEAEE;AAEEDBDACCEDDDABEBCDECCECBDBBDAAEDBACDADBCDCC;DDBCEACCEACECABAEDEADCAEDBCBECECEBBABCEBAEAEC;ACDABDDABACADEDACCCECCDADCDABADCDBEEBCDBBEACB;1;DDBDDEBBAAEDECBCEEDCAACDBBCEDBBAEXCCAEAACCAED;ACBCADCEDBAECEDADBADBEBCDADABCDEABCAEDEBBCECE;AACEADACDDCBEDADEEBDDBDBBCEECBDCBADDDCBDEDDCECBECE;CEBCEADBBCEADDDABBABBCCDCCECEDBACADECABEDADCB;1;160;180;180;180;180;880
555438;2024;;;;;;;;;1500602;Altamira;15;PA;1;1;1;1;1421;1386;1397;1409;634.9;639.9;592.4;784.3;DDBDBEEBACEBACBAECDDACDBDCEDDCAAEDBCCDAACEAEB;BCCEADCECBAECEDADBADBEBCEADDBCDEAECAADEEDCEEB;BACEACBABADEEBDDBDADDECCADCADDDBABDEDDCECBECA;CEBCEADCBCBAADDABBABDCCDCCEDEAAACEDEDADEEADDB;0;DDBDDEBBAAEDECBCEEDCAACDBBCEDBBAEXCCAEAACCAED;ACBCADCEDBAECEDADBADBEBCDADABCDEABCAEDEBBCECE;AACEADACDDCBEDADEEBDDBDBBCEECBDCBADDDCBDEDDCECBECE;CEBCEADBBCEADDDABBABBCCDCCECEDBACADECABEDADCB;1;160;180;180;200;180;900
