NU_SEQUENCIAL;NU_ANO;CO_ESCOLA;CO_MUNICIPIO_ESC;NO_MUNICIPIO_ESC;CO_UF_ESC;SG_UF_ESC;TP_DEPENDENCIA_ADM_ESC;TP_LOCALIZACAO_ESC;TP_SIT_FUNC_ESC;CO_MUNICIPIO_PROVA;NO_MUNICIPIO_PROVA;CO_UF_PROVA;SG_UF_PROVA;TP_PRESENCA_CN;TP_PRESENCA_CH;TP_PRESENCA_LC;TP_PRESENCA_MT;CO_PROVA_CN;CO_PROVA_CH;CO_PROVA_LC;CO_PROVA_MT;NU_NOTA_CN;NU_NOTA_CH;NU_NOTA_LC;NU_NOTA_MT;TX_RESPOSTAS_CN;TX_RESPOSTAS_CH;TX_RESPOSTAS_LC;TX_RESPOSTAS_MT;TP_LINGUA;TX_GABARITO_CN;TX_GABARITO_CH;TX_GABARITO_LC;TX_GABARITO_MT;TP_STATUS_REDACAO;NU_NOTA_COMP1;NU_NOTA_COMP2;NU_NOTA_COMP3;NU_NOTA_COMP4;NU_NOTA_COMP5;NU_NOTA_REDACAO
374077;2024;;;;;;;;;1500602;Altamira;15;PA;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;
1949198;2024;;;;;;;;;1500602;Altamira;15;PA;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;
4125321;2024;15109194;1507805;Senador José Porfírio;15;PA;2;1;1;1500602;Altamira;15;PA;1;1;1;1;1419;1385;1398;1407;484.5;475.5;487;594.9;CCEBDDBDCECEDEECEEDDEBCECEEDCACDEBCDBECDCABCE;CBBADCDCBADCBCBDBADABDCBDEBBEBDDBABADECBCBACE;BCBDCBACAEEECACADBEDAACDACBCDBCBDCEDDBACDCDCD;EBCDBCDDCDBAEDCCAECABDCEEBDBCBEDBECDCECA*DABC;1;BCEAACDEDCAAEDDDEBBDDBECCAEDBBAAACCAEEXCBBCED;CAEDBADBEBCCEDADBAEACBCADCEDEBBEBACECEABCDDAD;EAAACDDCDADDCBDEECEECBDCDADEEBCBEBADBCEBDBDDDDCECB;ABBABBADDDBBCECEADCEBCCCDBADCBEDAECADACDBCECE;1;80;120;80;100;100;480
1453879;2024;15176045;1500602;Altamira;15;PA;4;1;1;1500602;Altamira;15;PA;1;1;1;1;1421;1386;1397;1409;562.6;620.7;585.5;517.4;DBBCDBABCCCDECBDBEECCDCDBCEEAEADCBADADAACEDCD;ABEAADEEBBECCEDADBDDBEBEBCDCBCDEDECAEDEEDAECE;AACEBCAEDADEEBDCBDBBDEBBDDEDAECDABDEDDAECBEDE;CDBADABDCABBEDAACECEBDABADAEBCEDDBCCABEBCBECC;0;DDBDDEBBAAEDECBCEEDCAACDBBCEDBBAEXCCAEAACCAED;ACBCADCEDBAECEDADBADBEBCDADABCDEABCAEDEBBCECE;AACEADACDDCBEDADEEBDDBDBBCEECBDCBADDDCBDEDDCECBECE;CEBCEADBBCEADDDABBABBCCDCCECEDBACADECABEDADCB;1;160;180;140;160;200;840
2489353;2024;15177858;1500602;Altamira;15;PA;2;2;1;1500602;Altamira;15;PA;1;1;1;1;1422;1384;1396;1410;409.7;318.5;378.5;524.3;BDAACDCBCECEADCDCCEABBBDCAADADECDCDDBABDADCEA;DABDCEBEADCCACBEADBAEDCDACDAEBDBABCAEDBEBDBCD;DACBECAEADEBDECACEADECBDACECBDADBEACEBDCDAACD;CCAEBDBBCDECCAEACECBDABACDEBCCACDEAECDACEBDAC;1;BBCEDBBAEXCCAEDDBCAEDAACAAEDDDEBBECBCEEDCAACD;DADABCDCECEDEBBBEBCDBADACBCADCEBEADBAECAECEDA;AACEADDDACDADECBBDBEEBDDECCBEDDCADBBDEBCEBDCECEDDC;DBCECEACADABBECBEDADCCDCCABBBCECEBCEADABBADDD;1;100;120;120;100;0;440
985154;2024;15106250;1501725;Brasil Novo;15;PA;2;1;1;1500602;Altamira;15;PA;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;
553975;2024;15104907;1500602;Altamira;15;PA;2;1;1;1500602;Altamira;15;PA;1;1;1;1;1422;1384;1396;1410;552.2;608.8;580.7;674.9;DDCECBEDEBEEAADDCEAECCADAADEEDABEDABAEDCCADED;ACDABCEAECBBABBBEBEABEDACBCADEEEEAABEACAECECA;AACCADADECBBDBEEBDDBAEBEDDDABCEDEBDADCCEDEBDC;DACEDADCADDBDCEBDDBBBCDCCEADBCAEDBCBADA*AECBD;0;BBCEDBBAEXCCAEDDBCAEDAACAAEDDDEBBECBCEEDCAACD;DADABCDCECEDEBBBEBCDBADACBCADCEBEADBAECAECEDA;AACEADDDACDADECBBDBEEBDDECCBEDDCADBBDEBCEBDCECEDDC;DBCECEACADABBECBEDADCCDCCABBBCECEBCEADABBADDD;1;160;200;180;200;160;900
2032406;2024;;;;;;;;;1500602;Altamira;15;PA;1;1;1;1;1420;1383;1395;1408;564.7;548.7;539.8;400.5;ECEBCACBAEEBCDBCBDBECDBABBDEBEAEBCBCEEECACDDB;BECDBEBBDCBBECBBDBCEDAADEBDABACAEBAEAEBADADEE;CAAADDCEECADDAEEECACCAAEDBCEDDADEADDEDECDDEEB;EDBDDEDCABAECDBADEBDEBADBEDDDAEBEDCDECBDADEBB;0;CAEDAACCAEEXCBBAEDBBCAACDEDCBCEECAAEDDDEBBDDB;CECEBEBCDBADDEBBABCDCAECEDADBAEABEADCEDADACBC;CAAAECDDDAECBECEDDCBDEDDCECBDCBCEADBBDBDDCBEDADEEB;CECEBEDADCAADECDBBCEBDCCCACABBABBADDDCEADBBCE;1;140;160;140;140;200;780
2334883;2024;15177874;1500859;Anapu;15;PA;2;2;1;1500602;Altamira;15;PA;1;1;1;1;1422;1384;1396;1410;375.4;429.3;438.3;441.4;ABBAACBBDCDBBBCAEDEADECEBBAEECEADBCABACECEBEB;EDBCBACEAABDADEDAAACBADEBACDBDDABAABDEABACAAA;CBABEDCDDCBDDEEEAEEEAAABCABADEAEBADAABEEBAEAA;DADCCBDDDBECACCBEECBBDBECDABDDBCEDACAEDECBDED;0;BBCEDBBAEXCCAEDDBCAEDAACAAEDDDEBBECBCEEDCAACD;DADABCDCECEDEBBBEBCDBADACBCADCEBEADBAECAECEDA;AACEADDDACDADECBBDBEEBDDECCBEDDCADBBDEBCEBDCECEDDC;DBCECEACADABBECBEDADCCDCCABBBCECEBCEADABBADDD;1;120;120;60;100;60;460
3772216;2024;;;;;;;;;1500602;Altamira;15;PA;1;1;1;1;1421;1386;1397;1409;515.2;502;506.7;625.5;DABCBCBACDDEDCBBABDDEAACBBCBCCABBBDACACDCEDEA;ACABDDEACEADCDDAABCBEDABAADABBDCAAAAEDAACBEBA;EAECACBACDDDEBCEBDEBCAAAEECDCBCBDBEEADBEBEEEC;CCBDCACDBBDBCDDADAEBBEBACCDDCCCEEBCBDABDDCCBB;0;DDBDDEBBAAEDECBCEEDCAACDBBCEDBBAEXCCAEAACCAED;ACBCADCEDBAECEDADBADBEBCDADABCDEABCAEDEBBCECE;AACEADACDDCBEDADEEBDDBDBBCEECBDCBADDDCBDEDDCECBECE;CEBCEADBBCEADDDABBABBCCDCCECEDBACADECABEDADCB;1;120;120;120;120;100;580
1419165;2024;15178145;1508357;Vitória do Xingu;15;PA;2;2;1;1500602;Altamira;15;PA;1;1;1;1;1422;1384;1396;1410;408.8;475.2;464.7;470.5;BCCDAADEAABEAECACECACBEBAADACEDEEDBAABADCABBA;DEBAECCCEAAEDEDDCCECEADADEAACDCADACEACAAACAEA;BECBBCAAEBBEDDDCCDAAADDEADDDDCEEEEDDEABEDEDBC;EBEECCBDAABCAADECCECACDABAECECCCBAABEBDDEBCBA;1;BBCEDBBAEXCCAEDDBCAEDAACAAEDDDEBBECBCEEDCAACD;DADABCDCECEDEBBBEBCDBADACBCADCEBEADBAECAECEDA;AACEADDDACDADECBBDBEEBDDECCBEDDCADBBDEBCEBDCECEDDC;DBCECEACADABBECBEDADCCDCCABBBCECEBCEADABBADDD;1;160;180;160;200;140;840
3469069;2024;;;;;;;;;1500602;Altamira;15;PA;1;1;1;1;1419;1385;1398;1407;583.8;589.8;590.7;652.5;BAEEEEADDCEACDDBEABDCCBAAADEBBDCACCCEECDDCACB;CBEBBADBEBCCEDADBAEEBCCADEDEEBDCCACEBEDECCBEC;AAADEDDCBDEECAEDBDEBADEEBEBEDADBDCDDDDADDCECB;BCBACADDDDDBABEBADCCBCCBDABCADDBDBBECAAAEBEDC;0;BCEAACDEDCAAEDDDEBBDDBECCAEDBBAAACCAEEXCBBCED;CAEDBADBEBCCEDADBAEACBCADCEDEBBEBACECEABCDDAD;EAAACDDCDADDCBDEECEECBDCDADEEBCBEBADBCEBDBDDDDCECB;ABBABBADDDBBCECEADCEBCCCDBADCBEDAECADACDBCECE;1;160;200;180;180;180;900
2110217;2024;15106250;1501725;Brasil Novo;15;PA;2;1;1;1500602;Altamira;15;PA;1;1;1;1;1420;1383;1395;1408;444.2;430.7;502.5;506.1;BBEAEEBEEEEBCDDBCCAEDEBACDEBECADEDCBEEBCEADEC;AABBACADBBCAEEECDBCCACBDCAABEACAADCEDBDABAADA;CADDCECBEAEDDBACAAACDBEBDECABAAEDCDAAACAADEAB;AADEBCEDEACBCDACECEADBCCBECBABADCCEAADBACCBDD;1;CAEDAACCAEEXCBBAEDBBCAACDEDCBCEECAAEDDDEBBDDB;CECEBEBCDBADDEBBABCDCAECEDADBAEABEADCEDADACBC;CAAAECDDDAECBECEDDCBDEDDCECBDCBCEADBBDBDDCBEDADEEB;CECEBEDADCAADECDBBCEBDCCCACABBABBADDDCEADBBCE;1;80;120;80;80;80;440
1663073;2024;15104907;1500602;Altamira;15;PA;2;1;1;1500602;Altamira;15;PA;1;1;1;1;1420;1383;1395;1408;497.6;506.1;557.5;386.8;ECEDAABEADCDBCBBACEEDBDAADABECCEBDADEDECABDCA;AECBDEABEDCAEEABDCCDCDBCDDAAEEDAECADCEBDBBDEC;ECDDAECBEEEDDABAECECDABCEBDEDAEADBDDCAEDADCEA;A.BEACECBDDABEACEAABDDCAEDDBAEBCEDA*BCAEDCAEB;1;CAEDAACCAEEXCBBAEDBBCAACDEDCBCEECAAEDDDEBBDDB;CECEBEBCDBADDEBBABCDCAECEDADBAEABEADCEDADACBC;CAAAECDDDAECBECEDDCBDEDDCECBDCBCEADBBDBDDCBEDADEEB;CECEBEDADCAADECDBBCEBDCCCACABBABBADDDCEADBBCE;1;120;160;120;120;100;620
1778049;2024;15105016;1508357;Vitória do Xingu;15;PA;2;1;1;1500602;Altamira;15;PA;0;1;1;0;;1383;1395;;;527.5;549.3;;;DEACADAEDADDDEBAADCEDABCEDACEADAEB*DEBBBDACDE;EAADBACEECADD.BDECDAEDECCBCEEDAADDEDDAEDACEEB;;0;;CECEBEBCDBADDEBBABCDCAECEDADBAEABEADCEDADACBC;CAAAECDDDAECBECEDDCBDEDDCECBDCBCEADBBDBDDCBEDADEEB;;8;0;0;0;0;0;0
4261724;2024;;;;;;;;;1500602;Altamira;15;PA;1;1;1;1;1422;1384;1396;1410;357.4;466.3;489.6;406.6;EDCBAAABDACEAAAECEA.AEAEBCDAEEDADAEABADCBBADB;AEAAEBACABADCEDBDAEBBCBACDEEDCECBABBEADABCEEA;AAAEABDBBCBDDEECBDBEBDDBDDAEADAEAAACDECECACDC;BAEACBADBDBAADACBCABAECADEADEBADBCAEDBBCDCADD;0;BBCEDBBAEXCCAEDDBCAEDAACAAEDDDEBBECBCEEDCAACD;DADABCDCECEDEBBBEBCDBADACBCADCEBEADBAECAECEDA;AACEADDDACDADECBBDBEEBDDECCBEDDCADBBDEBCEBDCECEDDC;DBCECEACADABBECBEDADCCDCCABBBCECEBCEADABBADDD;1;120;140;120;80;20;480
508052;2024;15169138;1500602;Altamira;15;PA;2;1;1;1500602;Altamira;15;PA;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;
501267;2024;;;;;;;;;1500602;Altamira;15;PA;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;
1665084;2024;;;;;;;;;1500602;Altamira;15;PA;0;1;1;0;;1386;1397;;;366.3;493.3;;;ACBEBADCAEDBCADEBC*BEBDDABEBCBEBBDACEDBCACEAC;CACBDCDEBBCEEBDEDEABDAEADACCEDBBBCEEDDBAECEAC;;1;;ACBCADCEDBAECEDADBADBEBCDADABCDEABCAEDEBBCECE;AACEADACDDCBEDADEEBDDBDBBCEECBDCBADDDCBDEDDCECBECE;;4;0;0;0;0;0;0
2116553;2024;;;;;;;;;1500602;Altamira;15;PA;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;
1762232;2024;;;;;;;;;1500602;Altamira;15;PA;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;
1276119;2024;15106250;1501725;Brasil Novo;15;PA;2;1;1;1500602;Altamira;15;PA;1;1;1;1;1422;1384;1396;1410;586;651;591.8;555.8;DBCCEADCEBCECEDCAAAEDAACCBBCDAEEDECEAEEDDAEBA;DADDBCDCECBEEBBBEBEDBADABCEADEEEEAABEECADCEDA;AACDADDDECBCDBCEBDBECCBEDDEBEDBDEBDEDCCECCDDA;ACEEDCADBCDDDCBDDCDDCCCCEBACABBCBACCBBACECBDC;0;BBCEDBBAEXCCAEDDBCAEDAACAAEDDDEBBECBCEEDCAACD;DADABCDCECEDEBBBEBCDBADACBCADCEBEADBAECAECEDA;AACEADDDACDADECBBDBEEBDDECCBEDDCADBBDEBCEBDCECEDDC;DBCECEACADABBECBEDADCCDCCABBBCECEBCEADABBADDD;1;160;180;180;200;200;920
1384086;2024;;;;;;;;;1500602;Altamira;15;PA;1;1;1;1;1420;1383;1395;1408;514;316.1;496.6;492;CAEEAACEDAECDBAABEBDADCEBDDDADDCAACBACDEEEEBB;CEDCBBAECDCEDDECEBBACDDABECCDEACCABBECCABDDCE;DDEEDECBECCDCBACECBCDADECBCEDDBBEADEBEBCAADDE;ACAEEBBCCCEBACDDDAA*DDEEDACCCBDEAABDECCAEBBED;1;CAEDAACCAEEXCBBAEDBBCAACDEDCBCEECAAEDDDEBBDDB;CECEBEBCDBADDEBBABCDCAECEDADBAEABEADCEDADACBC;CAAAECDDDAECBECEDDCBDEDDCECBDCBCEADBBDBDDCBEDADEEB;CECEBEDADCAADECDBBCEBDCCCACABBABBADDDCEADBBCE;1;100;120;120;120;80;540
3865551;2024;;;;;;;;;1500602;Altamira;15;PA;1;1;1;1;1420;1383;1395;1408;438.5;438.2;410.2;412.9;EABBAEDBEDABBEBCEABBDAAECDCAACECDDACBCAEEDDED;CBBACEBCCBDAEABDACCDADBAECCBEDDABEBDAAEDEABAC;CADABBCEAEBDCBCEAADDCDADABADECEEECEADCACDBCEB;DEACCAECDDCBABEAEDACDABADADCCACBAECDBEABBEDBB;0;CAEDAACCAEEXCBBAEDBBCAACDEDCBCEECAAEDDDEBBDDB;CECEBEBCDBADDEBBABCDCAECEDADBAEABEADCEDADACBC;CAAAECDDDAECBECEDDCBDEDDCECBDCBCEADBBDBDDCBEDADEEB;CECEBEDADCAADECDBBCEBDCCCACABBABBADDDCEADBBCE;6;0;0;0;0;0;0
3186821;2024;;;;;;;;;1500602;Altamira;15;PA;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;
4132298;2024;;;;;;;;;1500602;Altamira;15;PA;1;1;1;1;1419;1385;1398;1407;458;429.4;533.1;425.2;CEBAECBDAEDCAEAAEBADBADCEEABCBBDABCAEBCDBBDAE;EAABBDAACBCCDEACBDEBDDECCADCBAEEC*DABBCECABBD;DAABCDACACEECDABDAEDEDEACDBEBDDBDECDBEDBDAECD;ABADBABEBDEABDADEAADACACDBBAECBDEBCEBACBEDBAC;0;BCEAACDEDCAAEDDDEBBDDBECCAEDBBAAACCAEEXCBBCED;CAEDBADBEBCCEDADBAEACBCADCEDEBBEBACECEABCDDAD;EAAACDDCDADDCBDEECEECBDCDADEEBCBEBADBCEBDBDDDDCECB;ABBABBADDDBBCECEADCEBCCCDBADCBEDAECADACDBCECE;1;120;120;80;120;20;460
2415699;2024;;;;;;;;;1500602;Altamira;15;PA;1;1;1;1;1420;1383;1395;1408;516.1;539.9;474;416.8;EDEAAECACEEDEEBDDBBDDABCBDAECBBAAEACEAEDEBCEB;DEABBEADDBBDDAEDCBAEDBECDCAAEEAABAADEEDADADBE;DCDEBCAADCCDCCBECDBACABAEBC.DDACDA.BCAEBADCED;DCEDDBABABDBECEBAACCBEBCBDBDCCEBADBEBBDDABCCD;1;CAEDAACCAEEXCBBAEDBBCAACDEDCBCEECAAEDDDEBBDDB;CECEBEBCDBADDEBBABCDCAECEDADBAEABEADCEDADACBC;CAAAECDDDAECBECEDDCBDEDDCECBDCBCEADBBDBDDCBEDADEEB;CECEBEDADCAADECDBBCEBDCCCACABBABBADDDCEADBBCE;1;160;200;160;160;180;860
1392366;2024;;;;;;;;;1500602;Altamira;15;PA;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;
1220090;2024;15178145;1508357;Vitória do Xingu;15;PA;2;2;1;1500602;Altamira;15;PA;1;1;1;1;1421;1386;1397;1409;476.9;594.7;489;478.1;DDBEDCEEBBCCCADDDDCBBECBDCBEBABDECBCCACDBEDCE;ADECADCEDEAECEDAECDDCEBEDEDDBCDEDBCABEEBCECAD;DAEBBDBECADEEBDDBDABDBCDEECDDCDCAEBEACBDEABDB;CBAADDDAACEDCBBBAEDBCEECBDEBBBEABCACBADCEBABA;0;DDBDDEBBAAEDECBCEEDCAACDBBCEDBBAEXCCAEAACCAED;ACBCADCEDBAECEDADBADBEBCDADABCDEABCAEDEBBCECE;AACEADACDDCBEDADEEBDDBDBBCEECBDCBADDDCBDEDDCECBECE;CEBCEADBBCEADDDABBABBCCDCCECEDBACADECABEDADCB;1;140;200;120;140;160;760
4050820;2024;;;;;;;;;1500602;Altamira;15;PA;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;
1190752;2024;;;;;;;;;1500602;Altamira;15;PA;1;1;1;1;1422;1384;1396;1410;516.1;401;488.9;490.1;EDACACABEABCEEDDAECEBDEACCDACDAABCBBCADCCBDAE;BEDAEBEBEABCDADDBCCECDAECECBEAECBAEDBDECCACBA;ABEBCCADECEDDDEDBCDBCAAAEAABCCABEBACDACEDBDDB;DDEEDBACCDADCCBEABBAEEBBDCAEBCABCDABDECACAEAB;0;BBCEDBBAEXCCAEDDBCAEDAACAAEDDDEBBECBCEEDCAACD;DADABCDCECEDEBBBEBCDBADACBCADCEBEADBAECAECEDA;AACEADDDACDADECBBDBEEBDDECCBEDDCADBBDEBCEBDCECEDDC;DBCECEACADABBECBEDADCCDCCABBBCECEBCEADABBADDD;1;140;180;120;120;120;680
917964;2024;;;;;;;;;1500602;Altamira;15;PA;1;1;1;1;1421;1386;1397;1409;471.7;529.4;456.7;417.3;DCDAECBCBACAAAEBBDECDCCBEEBAABADEAEEDCDACEBEC;ADDAADECABAECEBADAEBAE*DBAB*BACEACDAADEDBCA.A;CBCDCADEDADEEDEDBDBECCADDAEAEEAABDBDEADACEBBA;CDEABEADDBAECEBDBCDCADDDCABCDEABCDCABBDBDDAEE;1;DDBDDEBBAAEDECBCEEDCAACDBBCEDBBAEXCCAEAACCAED;ACBCADCEDBAECEDADBADBEBCDADABCDEABCAEDEBBCECE;AACEADACDDCBEDADEEBDDBDBBCEECBDCBADDDCBDEDDCECBECE;CEBCEADBBCEADDDABBABBCCDCCECEDBACADECABEDADCB;1;160;180;160;160;140;800
3658988;2024;15178145;1508357;Vitória do Xingu;15;PA;2;2;1;1500602;Altamira;15;PA;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;
2795473;2024;15105016;1508357;Vitória do Xingu;15;PA;2;1;1;1500602;Altamira;15;PA;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;
2909041;2024;15104907;1500602;Altamira;15;PA;2;1;1;1500602;Altamira;15;PA;1;1;1;1;1421;1386;1397;1409;479;468.2;522.6;417.8;DCAEBCEBADDEBEEDBDBDACCBBBEBBBAAEBBEAEBBAEACB;BCEEECAAEBDCCEAADCCDCCAABADCEEABAEEABBAEBBACB;BAACCBAEEADEEBDDBDDCCEBBDAEDAABDEBCADDB.BBECA;BBACADCDCBEBCEAACCDEBEDABCBEADEEDAAAEDEBCEADE;1;DDBDDEBBAAEDECBCEEDCAACDBBCEDBBAEXCCAEAACCAED;ACBCADCEDBAECEDADBADBEBCDADABCDEABCAEDEBBCECE;AACEADACDDCBEDADEEBDDBDBBCEECBDCBADDDCBDEDDCECBECE;CEBCEADBBCEADDDABBABBCCDCCECEDBACADECABEDADCB;1;120;120;120;140;120;620
2221025;2024;;;;;;;;;1500602;Altamira;15;PA;0;1;1;0;;1384;1396;;;409.7;369.8;;;EAABEADCBDDBEBCEBEBBDECADEEDBBEDBCBDABABCEBCA;BCAADEBAEBCCBABDBDABEEACDCCEBEDADEBADCCEAEAEA;;1;;DADABCDCECEDEBBBEBCDBADACBCADCEBEADBAECAECEDA;AACEADDDACDADECBBDBEEBDDECCBEDDCADBBDEBCEBDCECEDDC;;4;0;0;0;0;0;0
525449;2024;15169138;1500602;Altamira;15;PA;2;1;1;1500602;Altamira;15;PA;1;1;1;1;1419;1385;1398;1407;369.7;462.6;482.1;413.3;DADADEBDBDCBDEECEBDBACACDEAEDACAACEABDAECCDBB;BCBABDABECBCAAABEEABBACAEAEBBABBCACEAAABBCAAB;ADABACDCAAEEAEABDEEEBECCBABABAABDEBDDEDCDBEBC;EAABEBAEEAEEBBBABAABADBEAACBADADCDEEDBCACDDEE;0;BCEAACDEDCAAEDDDEBBDDBECCAEDBBAAACCAEEXCBBCED;CAEDBADBEBCCEDADBAEACBCADCEDEBBEBACECEABCDDAD;EAAACDDCDADDCBDEECEECBDCDADEEBCBEBADBCEBDBDDDDCECB;ABBABBADDDBBCECEADCEBCCCDBADCBEDAECADACDBCECE;1;140;120;100;120;80;560
1364882;2024;;;;;;;;;1500602;Altamira;15;PA;1;1;1;1;1419;1385;1398;1407;509;633.6;596.4;419.4;CABDECBDEBAEEDCBEDBDBDEEEAEBBAEABEECDDADDCBAA;CAEDBBDBEABCEDACEBEACDCADAEDEBDDCACECBCBCDDAD;DECCABDCBDEECDAAEDBDADEEECAEADDBCCCDBDADDBECB;DBABEEBDABBDECDCECAEADCDCACACACDDCDCDEDCADDAD;1;BCEAACDEDCAAEDDDEBBDDBECCAEDBBAAACCAEEXCBBCED;CAEDBADBEBCCEDADBAEACBCADCEDEBBEBACECEABCDDAD;EAAACDDCDADDCBDEECEECBDCDADEEBCBEBADBCEBDBDDDDCECB;ABBABBADDDBBCECEADCEBCCCDBADCBEDAECADACDBCECE;1;100;160;120;140;100;620
624418;2024;15107035;1504455;Medicilândia;15;PA;2;1;1;1500602;Altamira;15;PA;1;1;1;1;1420;1383;1395;1408;587.7;624.6;571.5;541.4;ECADAACEAAECDCDADDEDCDCCDADDBCBACCACDDADABDCC;CECEAEBCDBADDEBDDBCDAAECEAADBAEDBEADEDBEDADEE;DAADEECEECCDDCBCEDDCEBBACBDAABCBEBDBABEBADCEB;EECBDEEBECEBACBDC.DEBBBBBADBAEAACEDDCECDDDAAD;0;CAEDAACCAEEXCBBAEDBBCAACDEDCBCEECAAEDDDEBBDDB;CECEBEBCDBADDEBBABCDCAECEDADBAEABEADCEDADACBC;CAAAECDDDAECBECEDDCBDEDDCECBDCBCEADBBDBDDCBEDADEEB;CECEBEDADCAADECDBBCEBDCCCACABBABBADDDCEADBBCE;1;140;180;160;160;160;800
1573567;2024;;;;;;;;;1500602;Altamira;15;PA;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;
3353056;2024;;;;;;;;;1500602;Altamira;15;PA;1;1;1;1;1421;1386;1397;1409;576;597.1;593.9;393;DDBBDEBABEEAECBDEEDCADBDBDAEBBDAEDBACDECDDBEC;AABCACEECBBECEDAECDCBECCBADAECBEABCADDEEBCECB;DCADDDBEDADDECBACDBBDDCDADCBCDDDCBDEDDAECBECC;EEEDEAADCCBECADBDAEBCDDDADCBEEABDCEADBEACBEDD;1;DDBDDEBBAAEDECBCEEDCAACDBBCEDBBAEXCCAEAACCAED;ACBCADCEDBAECEDADBADBEBCDADABCDEABCAEDEBBCECE;AACEADACDDCBEDADEEBDDBDBBCEECBDCBADDDCBDEDDCECBECE;CEBCEADBBCEADDDABBABBCCDCCECEDBACADECABEDADCB;1;120;140;120;120;120;620
1130686;2024;15140463;1500602;Altamira;15;PA;4;1;1;1500602;Altamira;15;PA;1;1;1;1;1421;1386;1397;1409;543;604.3;587.4;821.9;ACCECEACACEBACBCECACDEABCDACDBABEBDDBEAAAEDEB;ADDCABDDCEAECEDADDDDBEBCDADCBCBEDACAEECEBBECB;AACDACBECADEEBEADDBBDEBDEBEAABCDCBDEDDAECBECC;CEBCBADCBCEACDDABBABBDCDCCECEDBACCECCABEDEBDB;0;DDBDDEBBAAEDECBCEEDCAACDBBCEDBBAEXCCAEAACCAED;ACBCADCEDBAECEDADBADBEBCDADABCDEABCAEDEBBCECE;AACEADACDDCBEDADEEBDDBDBBCEECBDCBADDDCBDEDDCECBECE;CEBCEADBBCEADDDABBABBCCDCCECEDBACADECABEDADCB;1;160;180;180;160;180;860
2570543;2024;;;;;;;;;1500602;Altamira;15;PA;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;
1356258;2024;15177858;1500602;Altamira;15;PA;2;2;1;1500602;Altamira;15;PA;1;1;1;1;1420;1383;1395;1408;409.2;517.1;450.1;406.7;ECABBADDAEDCBCDADCBACABBCBCDDBDABBCABCDABADEA;DEBADEBCADADCEBABEADAABCAEACEBEDECADEABABABDC;ADDAEBCDEEEAAAAECCADEEBECCDEEADDDEBDECAEDDEEB;CEDAEAEABADCBCCAECACEDBDDBEDCADDCBAEAEBBEBAEB;1;CAEDAACCAEEXCBBAEDBBCAACDEDCBCEECAAEDDDEBBDDB;CECEBEBCDBADDEBBABCDCAECEDADBAEABEADCEDADACBC;CAAAECDDDAECBECEDDCBDEDDCECBDCBCEADBBDBDDCBEDADEEB;CECEBEDADCAADECDBBCEBDCCCACABBABBADDDCEADBBCE;1;160;160;160;200;120;800
186506;2024;15104907;1500602;Altamira;15;PA;2;1;1;1500602;Altamira;15;PA;1;1;1;1;1420;1383;1395;1408;503;564.3;546.7;436.3;EBCBACDEEECBDEBCADBAEADBCDACECEECCEADABECBDCC;BECBBECEDCCBDAADDBCAABECCDABBAEAEEBDECDADAADC;CAAACECBEDDDBAACEDBCCCECCBCDDABBDAEABBBCADEEB;CDDBBDEDACEDCABECDEBCBAECECADDDEEDBEABEEACBAD;0;CAEDAACCAEEXCBBAEDBBCAACDEDCBCEECAAEDDDEBBDDB;CECEBEBCDBADDEBBABCDCAECEDADBAEABEADCEDADACBC;CAAAECDDDAECBECEDDCBDEDDCECBDCBCEADBBDBDDCBEDADEEB;CECEBEDADCAADECDBBCEBDCCCACABBABBADDDCEADBBCE;1;100;140;100;120;100;560
1524068;2024;;;;;;;;;1500602;Altamira;15;PA;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;
